欄位編號,表格名稱,表格中文名稱,欄位名稱,欄位中文名稱,欄位定義說明,資料當責單位,欄位資料型態,欄位類型,Primary Key,KDE關鍵指標,必填/非必填,Business_Group,Technical_Data
76,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,T_RB_TXN_AMT_TWD,承銷申購交易金額(台幣),當年一至本月累計承銷申購交易金額,數據科學部,Num,數字,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;承銷申購交易金額(台幣),fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;T_RB_TXN_AMT_TWD
77,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,T_RS_TXN_AMT_TWD,承銷競拍交易金額(台幣),當年一至本月累計承銷競拍交易金額,數據科學部,Num,數字,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;承銷競拍交易金額(台幣),fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;T_RS_TXN_AMT_TWD
78,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,F_SC_TXN_AMT_TWD,海外股票交易金額(台幣),當年一至本月累計海外股票交易金額,數據科學部,Num,數字,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;海外股票交易金額(台幣),fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;F_SC_TXN_AMT_TWD
79,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,F_MF_TXN_AMT_TWD,境外基金交易金額(台幣),當年一至本月累計境外基金交易金額,數據科學部,Num,數字,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;境外基金交易金額(台幣),fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;F_MF_TXN_AMT_TWD
80,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,F_BD_TXN_AMT_TWD,海外債券交易金額(台幣),當年一至本月累計海外債券交易金額,數據科學部,Num,數字,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;海外債券交易金額(台幣),fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;F_BD_TXN_AMT_TWD
81,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,F_SN_TXN_AMT_TWD,境外結構型商品交易金額(台幣),當年一至本月累計境外結構型商品交易金額,數據科學部,Num,數字,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;境外結構型商品交易金額(台幣),fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;F_SN_TXN_AMT_TWD
82,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,U_FC_TXN_QTY,國內期貨交易口數,當年一至本月累計國內期貨交易口數,數據科學部,Num,數字,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;國內期貨交易口數,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;U_FC_TXN_QTY
83,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,U_FF_TXN_QTY,國外期貨交易口數,當年一至本月累計國外期貨交易口數,數據科學部,Num,數字,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;國外期貨交易口數,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;U_FF_TXN_QTY
84,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,U_FP_TXN_QTY,國內選擇權交易口數,當年一至本月累計國內選擇權交易口數,數據科學部,Num,數字,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;國內選擇權交易口數,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;U_FP_TXN_QTY
85,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,U_FS_TXN_QTY,國外選擇權交易口數,當年一至本月累計國外選擇權交易口數,數據科學部,Num,數字,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;國外選擇權交易口數,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;U_FS_TXN_QTY
86,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,W_MF_TXN_AMT_TWD,特定金錢信託基金交易金額,當年一至本月累計特定金錢信託基金交易金額,數據科學部,Num,數字,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;特定金錢信託基金交易金額,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;W_MF_TXN_AMT_TWD
87,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,W_SB_TXN_AMT_TWD,借券信託交易金額(台幣),當年一至本月累計借券信託交易金額,數據科學部,Num,數字,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;借券信託交易金額(台幣),fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;W_SB_TXN_AMT_TWD
88,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,N_SN_TXN_AMT_TWD,境內結構型商品交易金額(台幣),當年一至本月累計境內結構型商品交易金額,數據科學部,Num,數字,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;境內結構型商品交易金額(台幣),fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;N_SN_TXN_AMT_TWD
89,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,L_LF_TXN_AMT_TWD,壽險交易金額(台幣),當年一至本月累計壽險交易金額,數據科學部,Num,數字,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;壽險交易金額(台幣),fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;L_LF_TXN_AMT_TWD
90,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,BRANCH_CODE,分公司代碼,分公司代碼,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;分公司代碼,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;BRANCH_CODE
91,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,BRANCH_NAME,分公司名稱,分公司名稱,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;分公司名稱,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;BRANCH_NAME
92,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,TP_SEGMENT_NAME,潛在經紀客群，依身分證字號貼標,潛在經紀客群，依身分證字號貼標,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;潛在經紀客群，依身分證字號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;TP_SEGMENT_NAME
93,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,T_SEGMENT_NAME,現況經紀客群，依身分證字號貼標,現況經紀客群，依身分證字號貼標,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;現況經紀客群，依身分證字號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;T_SEGMENT_NAME
94,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,Y1_T_SEGMENT_NAME,今年初經紀客群，依身分證字號貼標,今年初經紀客群，依身分證字號貼標,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;今年初經紀客群，依身分證字號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;Y1_T_SEGMENT_NAME
95,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,LY1_T_SEGMENT_NAME,去年初經紀客群，依身分證字號貼標,去年初經紀客群，依身分證字號貼標,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;去年初經紀客群，依身分證字號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;LY1_T_SEGMENT_NAME
96,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,U_T_SEGMENT_FLAG,經紀客群曾有上送註記，依身分證字號貼標,經紀客群曾有上送註記，依身分證字號貼標,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;經紀客群曾有上送註記，依身分證字號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;U_T_SEGMENT_FLAG
97,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,U_T_SEGMENT_DATE,經紀客群最後上送日，依身分證字號貼標,經紀客群最後上送日，依身分證字號貼標,數據科學部,DATE,日期,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;經紀客群最後上送日，依身分證字號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;U_T_SEGMENT_DATE
98,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,UB_T_SEGMENT_NAME,經紀客群最後上送前客群，依身分證字號貼標,經紀客群最後上送前客群，依身分證字號貼標,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;經紀客群最後上送前客群，依身分證字號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;UB_T_SEGMENT_NAME
99,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,UA_T_SEGMENT_NAME,經紀客群最後上送後客群，依身分證字號貼標,經紀客群最後上送後客群，依身分證字號貼標,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;經紀客群最後上送後客群，依身分證字號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;UA_T_SEGMENT_NAME
100,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,D_T_SEGMENT_FLAG,經紀客群曾有下放註記，依身分證字號貼標,經紀客群曾有下放註記，依身分證字號貼標,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;經紀客群曾有下放註記，依身分證字號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;D_T_SEGMENT_FLAG
101,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,D_T_SEGMENT_DATE,經紀客群最後下放日，依身分證字號貼標,經紀客群最後下放日，依身分證字號貼標,數據科學部,DATE,日期,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;經紀客群最後下放日，依身分證字號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;D_T_SEGMENT_DATE
102,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,DB_T_SEGMENT_NAME,經紀客群最後下放前客群，依身分證字號貼標,經紀客群最後下放前客群，依身分證字號貼標,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;經紀客群最後下放前客群，依身分證字號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;DB_T_SEGMENT_NAME
103,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,DA_T_SEGMENT_NAME,經紀客群最後下放後客群，依身分證字號貼標,經紀客群最後下放後客群，依身分證字號貼標,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;經紀客群最後下放後客群，依身分證字號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;DA_T_SEGMENT_NAME
104,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,AC_TP_SEGMENT_NAME,潛在經紀客群，依帳號貼標,潛在經紀客群，依帳號貼標,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;潛在經紀客群，依帳號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;AC_TP_SEGMENT_NAME
105,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,AC_T_SEGMENT_NAME,現況經紀客群，依帳號貼標,現況經紀客群，依帳號貼標,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;現況經紀客群，依帳號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;AC_T_SEGMENT_NAME
106,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,AC_Y1_T_SEGMENT_NAME,今年初經紀客群，依帳號貼標,今年初經紀客群，依帳號貼標,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;今年初經紀客群，依帳號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;AC_Y1_T_SEGMENT_NAME
107,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,AC_LY1_T_SEGMENT_NAME,去年初經紀客群，依帳號貼標,去年初經紀客群，依帳號貼標,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;去年初經紀客群，依帳號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;AC_LY1_T_SEGMENT_NAME
108,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,AC_U_T_SEGMENT_FLAG,經紀客群曾有上送註記，依帳號貼標,經紀客群曾有上送註記，依帳號貼標,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;經紀客群曾有上送註記，依帳號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;AC_U_T_SEGMENT_FLAG
109,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,AC_U_T_SEGMENT_DATE,經紀客群最後上送日，依帳號貼標,經紀客群最後上送日，依帳號貼標,數據科學部,DATE,日期,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;經紀客群最後上送日，依帳號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;AC_U_T_SEGMENT_DATE
110,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,AC_UB_T_SEGMENT_NAME,經紀客群最後上送前客群，依帳號貼標,經紀客群最後上送前客群，依帳號貼標,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;經紀客群最後上送前客群，依帳號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;AC_UB_T_SEGMENT_NAME
111,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,AC_UA_T_SEGMENT_NAME,經紀客群最後上送後客群，依帳號貼標,經紀客群最後上送後客群，依帳號貼標,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;經紀客群最後上送後客群，依帳號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;AC_UA_T_SEGMENT_NAME
112,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,AC_D_T_SEGMENT_FLAG,經紀客群曾有下放註記，依帳號貼標,經紀客群曾有下放註記，依帳號貼標,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;經紀客群曾有下放註記，依帳號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;AC_D_T_SEGMENT_FLAG
113,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,AC_D_T_SEGMENT_DATE,經紀客群最後下放日，依帳號貼標,經紀客群最後下放日，依帳號貼標,數據科學部,DATE,日期,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;經紀客群最後下放日，依帳號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;AC_D_T_SEGMENT_DATE
114,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,AC_DB_T_SEGMENT_NAME,經紀客群最後下放前客群，依帳號貼標,經紀客群最後下放前客群，依帳號貼標,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;經紀客群最後下放前客群，依帳號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;AC_DB_T_SEGMENT_NAME
115,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,AC_DA_T_SEGMENT_NAME,經紀客群最後下放後客群，依帳號貼標,經紀客群最後下放後客群，依帳號貼標,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;經紀客群最後下放後客群，依帳號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;AC_DA_T_SEGMENT_NAME
116,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,W_SEGMENT_NAME,現況財管客群,現況財管客群,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;現況財管客群,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;W_SEGMENT_NAME
117,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,Y1_W_SEGMENT_NAME,今年初財管客群,今年初財管客群,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;今年初財管客群,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;Y1_W_SEGMENT_NAME
118,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,LY1_W_SEGMENT_NAME,去年初財管客群,去年初財管客群,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;去年初財管客群,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;LY1_W_SEGMENT_NAME
119,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,U_W_SEGMENT_FLAG,財管客群曾有上送註記,財管客群曾有上送註記,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;財管客群曾有上送註記,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;U_W_SEGMENT_FLAG
120,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,U_W_SEGMENT_DATE,財管客群最後上送日,財管客群最後上送日,數據科學部,DATE,日期,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;財管客群最後上送日,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;U_W_SEGMENT_DATE
121,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,UB_W_SEGMENT_NAME,財管客群最後上送前客群,財管客群最後上送前客群,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;財管客群最後上送前客群,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;UB_W_SEGMENT_NAME
122,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,UA_W_SEGMENT_NAME,財管客群最後上送後客群,財管客群最後上送後客群,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;財管客群最後上送後客群,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;UA_W_SEGMENT_NAME
123,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,D_W_SEGMENT_FLAG,財管客群曾有下放註記,財管客群曾有下放註記,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;財管客群曾有下放註記,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;D_W_SEGMENT_FLAG
124,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,D_W_SEGMENT_DATE,財管客群最後下放日,財管客群最後下放日,數據科學部,DATE,日期,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;財管客群最後下放日,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;D_W_SEGMENT_DATE
125,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,DB_W_SEGMENT_NAME,財管客群最後下放前客群,財管客群最後下放前客群,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;財管客群最後下放前客群,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;DB_W_SEGMENT_NAME
126,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,DA_W_SEGMENT_NAME,財管客群最後下放後客群,財管客群最後下放後客群,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;財管客群最後下放後客群,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;DA_W_SEGMENT_NAME
127,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,HT_FLAG,現況高頻客群註記,現況高頻客群註記,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;現況高頻客群註記,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;HT_FLAG
128,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,ST_FLAG,現況短線交易客群註記,現況短線交易客群註記,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;現況短線交易客群註記,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;ST_FLAG
129,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,API_FLAG,現況程式交易客群註記,現況程式交易客群註記,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;現況程式交易客群註記,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;API_FLAG
130,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,T_UL_SEGMENT_NAME,現況不限用途客群，依身分證字號貼標,現況不限用途客群，依身分證字號貼標,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;現況不限用途客群，依身分證字號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;T_UL_SEGMENT_NAME
131,T_DR_ACCT_SEG,帳戶客群與資產貢獻度月檔,AC_T_UL_SEGMENT_NAME,現況不限用途客群，依帳號貼標,現況不限用途客群，依帳號貼標,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;帳戶客群與資產貢獻度月檔;現況不限用途客群，依帳號貼標,fbsods;mdm_sec;MDM_SEC;T_DR_ACCT_SEG;AC_T_UL_SEGMENT_NAME
1,T_DR_CUST_CAMP_SALES,客戶行銷專案執行營業管理,SNAP_DATE,資料日期,資料更新之日期,數據科學部,DATE,日期,非PK,,,標籤庫;衍生性指標;客戶行銷專案執行營業管理;資料日期,fbsods;mdm_sec;MDM_SEC;T_DR_CUST_CAMP_SALES;SNAP_DATE
2,T_DR_CUST_CAMP_SALES,客戶行銷專案執行營業管理,SNAP_YYYYMM,資料年月(YYYYMM),資料更新之西元年月,數據科學部,Varchar,變動字串,PK,,,標籤庫;衍生性指標;客戶行銷專案執行營業管理;資料年月(YYYYMM),fbsods;mdm_sec;MDM_SEC;T_DR_CUST_CAMP_SALES;SNAP_YYYYMM
3,T_DR_CUST_CAMP_SALES,客戶行銷專案執行營業管理,PARTY_ID,客戶證號,客戶之身份證號/統一編號；包含台股、複委託、期貨IB、財管信託、自營帳戶、壽險之客戶,數據科學部,Varchar,變動字串,PK,,,標籤庫;衍生性指標;客戶行銷專案執行營業管理;客戶證號,fbsods;mdm_sec;MDM_SEC;T_DR_CUST_CAMP_SALES;PARTY_ID
5,T_DR_CUST_CAMP_SALES,客戶行銷專案執行營業管理,CAMPAIGN_CODE,行銷活動專案代碼,自打系統活動專案代碼,數據科學部,Varchar,變動字串,PK,,,標籤庫;衍生性指標;客戶行銷專案執行營業管理;行銷活動專案代碼,fbsods;mdm_sec;MDM_SEC;T_DR_CUST_CAMP_SALES;CAMPAIGN_CODE
6,T_DR_CUST_CAMP_SALES,客戶行銷專案執行營業管理,CAMPAIGN_NAME,行銷活動專案名稱,自打系統活動專案名稱,數據科學部,Varchar,變動字串,非PK,,,標籤庫;衍生性指標;客戶行銷專案執行營業管理;行銷活動專案名稱,fbsods;mdm_sec;MDM_SEC;T_DR_CUST_CAMP_SALES;CAMPAIGN_NAME
